network_node1	network_node2
G69_Cl_5	G463_Cl_3
G69_Cl_5	G764_Cl_2
G69_Cl_6	G109_Cl_2
G69_Cl_6	G165_Cl_2
G69_Cl_6	G174_Cl_5
G69_Cl_6	G298_Cl_3
G69_Cl_6	G304_Cl_6
G69_Cl_6	G327_Cl_5
G69_Cl_6	G328_Cl_4
G69_Cl_6	G333_Cl_8
G69_Cl_6	G334_Cl_8
G69_Cl_6	G345_Cl_7
G69_Cl_6	G361_Cl_5
G69_Cl_6	G395_Cl_2
G69_Cl_6	G397_Cl_2
G69_Cl_6	G404_Cl_6
G69_Cl_6	G412_Cl_9
G69_Cl_6	G414_Cl_8
G69_Cl_6	G456_Cl_3
G69_Cl_6	G463_Cl_3
G69_Cl_6	G495_Cl_7
G69_Cl_6	G499_Cl_13
G69_Cl_6	G500_Cl_12
G69_Cl_6	G605_Cl_13
G69_Cl_6	G653_Cl_2
G69_Cl_6	G700_Cl_2
G69_Cl_6	G708_Cl_12
G69_Cl_6	G756_Cl_4
G69_Cl_6	G758_Cl_13
G69_Cl_6	G764_Cl_2
G69_Cl_7	G109_Cl_2
G69_Cl_7	G144_Cl_14
G69_Cl_7	G145_Cl_15
G69_Cl_7	G327_Cl_6
G69_Cl_7	G328_Cl_4
G69_Cl_7	G345_Cl_7
G69_Cl_7	G349_Cl_12
G69_Cl_7	G395_Cl_2
G69_Cl_7	G398_Cl_6
G69_Cl_7	G404_Cl_6
G69_Cl_7	G412_Cl_9
G69_Cl_7	G413_Cl_7
G69_Cl_7	G439_Cl_13
G69_Cl_7	G442_Cl_4
G69_Cl_7	G446_Cl_8
G69_Cl_7	G463_Cl_3
G69_Cl_7	G499_Cl_13
G69_Cl_7	G500_Cl_12
G69_Cl_7	G530_Cl_5
G69_Cl_7	G568_Cl_7
G69_Cl_7	G700_Cl_2
G69_Cl_7	G708_Cl_12
G69_Cl_7	G764_Cl_2
G69_Cl_9	G109_Cl_2
G69_Cl_9	G110_Cl_8
G69_Cl_9	G144_Cl_14
G69_Cl_9	G145_Cl_15
G69_Cl_9	G344_Cl_7
G69_Cl_9	G404_Cl_6
G69_Cl_9	G413_Cl_7
G69_Cl_9	G439_Cl_13
G69_Cl_9	G442_Cl_4
G69_Cl_9	G463_Cl_3
G69_Cl_9	G500_Cl_12
G69_Cl_9	G700_Cl_2
G69_Cl_9	G764_Cl_2
G69_Cl_11	G328_Cl_8
G69_Cl_11	G413_Cl_10
G69_Cl_12	G264_Cl_2
G69_Cl_12	G328_Cl_8
G69_Cl_12	G410_Cl_9
G69_Cl_12	G412_Cl_4
G69_Cl_12	G413_Cl_4
G69_Cl_12	G455_Cl_3
G69_Cl_12	G455_Cl_7
G69_Cl_12	G578_Cl_5
G69_Cl_12	G634_Cl_6
G69_Cl_12	G653_Cl_6
G69_Cl_12	G680_Cl_9
G69_Cl_13	G109_Cl_2
G69_Cl_13	G110_Cl_8
G69_Cl_13	G144_Cl_14
G69_Cl_13	G145_Cl_15
G69_Cl_13	G344_Cl_7
G69_Cl_13	G404_Cl_6
G69_Cl_13	G411_Cl_7
G69_Cl_13	G413_Cl_7
G69_Cl_13	G442_Cl_4
G69_Cl_13	G463_Cl_3
G69_Cl_13	G700_Cl_2
G69_Cl_13	G764_Cl_2
G70_Cl_2	G71_Cl_2
G70_Cl_2	G72_Cl_2
G70_Cl_2	G72_Cl_6
G70_Cl_2	G73_Cl_2
G70_Cl_2	G74_Cl_2
G70_Cl_2	G89_Cl_8
G70_Cl_2	G91_Cl_12
G70_Cl_2	G109_Cl_2
G70_Cl_2	G110_Cl_6
G70_Cl_2	G126_Cl_4
G70_Cl_2	G174_Cl_5
G70_Cl_2	G178_Cl_11
G70_Cl_2	G192_Cl_3
G70_Cl_2	G247_Cl_7
G70_Cl_2	G260_Cl_7
G70_Cl_2	G285_Cl_4
G70_Cl_2	G333_Cl_8
G70_Cl_2	G361_Cl_5
G70_Cl_2	G395_Cl_2
G70_Cl_2	G398_Cl_8
G70_Cl_2	G406_Cl_4
G70_Cl_2	G409_Cl_3
G70_Cl_2	G455_Cl_10
G70_Cl_2	G463_Cl_3
G70_Cl_2	G500_Cl_12
G70_Cl_2	G578_Cl_3
G70_Cl_2	G604_Cl_2
G70_Cl_2	G604_Cl_6
G70_Cl_2	G610_Cl_14
G70_Cl_2	G611_Cl_6
G70_Cl_2	G612_Cl_7
G70_Cl_2	G632_Cl_3
G70_Cl_2	G653_Cl_8
G70_Cl_2	G674_Cl_11
G70_Cl_2	G683_Cl_6
G70_Cl_2	G697_Cl_3
G70_Cl_2	G698_Cl_5
G70_Cl_2	G700_Cl_2
G70_Cl_2	G702_Cl_11
G70_Cl_2	G756_Cl_4
G70_Cl_2	G768_Cl_8
G71_Cl_2	G72_Cl_2
G71_Cl_2	G72_Cl_6
G71_Cl_2	G73_Cl_2
G71_Cl_2	G74_Cl_6
G71_Cl_2	G89_Cl_8
G71_Cl_2	G91_Cl_12
G71_Cl_2	G109_Cl_2
G71_Cl_2	G110_Cl_6
G71_Cl_2	G125_Cl_2
G71_Cl_2	G126_Cl_4
G71_Cl_2	G153_Cl_7
G71_Cl_2	G163_Cl_8
G71_Cl_2	G164_Cl_5
G71_Cl_2	G174_Cl_5
G71_Cl_2	G178_Cl_11
G71_Cl_2	G192_Cl_3
G71_Cl_2	G198_Cl_3
G71_Cl_2	G210_Cl_20
G71_Cl_2	G214_Cl_3
G71_Cl_2	G224_Cl_4
G71_Cl_2	G242_Cl_2
G71_Cl_2	G247_Cl_7
G71_Cl_2	G260_Cl_7
G71_Cl_2	G261_Cl_3
G71_Cl_2	G285_Cl_4
G71_Cl_2	G329_Cl_6
G71_Cl_2	G333_Cl_8
G71_Cl_2	G338_Cl_4
G71_Cl_2	G344_Cl_6
G71_Cl_2	G356_Cl_6
G71_Cl_2	G359_Cl_5
G71_Cl_2	G361_Cl_5
G71_Cl_2	G370_Cl_6
G71_Cl_2	G381_Cl_4
G71_Cl_2	G384_Cl_8
G71_Cl_2	G386_Cl_10
G71_Cl_2	G395_Cl_2
G71_Cl_2	G397_Cl_2
G71_Cl_2	G398_Cl_8
G71_Cl_2	G401_Cl_12
G71_Cl_2	G406_Cl_4
G71_Cl_2	G409_Cl_3
G71_Cl_2	G414_Cl_4
G71_Cl_2	G455_Cl_10
G71_Cl_2	G463_Cl_3
G71_Cl_2	G495_Cl_7
G71_Cl_2	G500_Cl_12
G71_Cl_2	G519_Cl_14
G71_Cl_2	G539_Cl_5
G71_Cl_2	G550_Cl_5
G71_Cl_2	G551_Cl_5
G71_Cl_2	G552_Cl_4
G71_Cl_2	G554_Cl_3
G71_Cl_2	G555_Cl_3
G71_Cl_2	G557_Cl_18
G71_Cl_2	G578_Cl_3
G71_Cl_2	G604_Cl_2
G71_Cl_2	G604_Cl_6
G71_Cl_2	G605_Cl_5
G71_Cl_2	G610_Cl_10
G71_Cl_2	G611_Cl_6
G71_Cl_2	G612_Cl_7
G71_Cl_2	G632_Cl_6
G71_Cl_2	G653_Cl_8
G71_Cl_2	G666_Cl_8
G71_Cl_2	G671_Cl_5
G71_Cl_2	G674_Cl_11
G71_Cl_2	G679_Cl_3
G71_Cl_2	G683_Cl_6
G71_Cl_2	G684_Cl_4
G71_Cl_2	G696_Cl_2
G71_Cl_2	G697_Cl_3
G71_Cl_2	G698_Cl_5
G71_Cl_2	G700_Cl_2
G71_Cl_2	G702_Cl_11
G71_Cl_2	G756_Cl_4
G71_Cl_2	G758_Cl_5
G71_Cl_2	G768_Cl_8
G71_Cl_7	G109_Cl_2
G71_Cl_7	G174_Cl_5
G71_Cl_7	G328_Cl_4
G71_Cl_7	G333_Cl_8
G71_Cl_7	G361_Cl_5
G71_Cl_7	G395_Cl_2
G71_Cl_7	G404_Cl_6
G71_Cl_7	G406_Cl_4
G71_Cl_7	G414_Cl_8
G71_Cl_7	G456_Cl_3
G71_Cl_7	G463_Cl_3
G71_Cl_7	G500_Cl_12
G71_Cl_7	G610_Cl_14
G71_Cl_7	G632_Cl_3
G71_Cl_7	G653_Cl_8
G71_Cl_7	G698_Cl_2
G71_Cl_7	G700_Cl_2
G71_Cl_7	G756_Cl_4
G71_Cl_7	G764_Cl_2
G72_Cl_2	G73_Cl_2
G72_Cl_2	G74_Cl_2
G72_Cl_2	G89_Cl_8
G72_Cl_2	G91_Cl_12
G72_Cl_2	G109_Cl_2
G72_Cl_2	G110_Cl_6
G72_Cl_2	G126_Cl_4
G72_Cl_2	G174_Cl_5
G72_Cl_2	G178_Cl_11
G72_Cl_2	G192_Cl_3
G72_Cl_2	G247_Cl_7
G72_Cl_2	G260_Cl_7
G72_Cl_2	G285_Cl_4
G72_Cl_2	G333_Cl_8
G72_Cl_2	G361_Cl_5
G72_Cl_2	G395_Cl_2
G72_Cl_2	G398_Cl_8
G72_Cl_2	G406_Cl_4
G72_Cl_2	G409_Cl_3
G72_Cl_2	G455_Cl_10
G72_Cl_2	G463_Cl_3
G72_Cl_2	G500_Cl_12
G72_Cl_2	G578_Cl_3
G72_Cl_2	G604_Cl_2
G72_Cl_2	G610_Cl_14
G72_Cl_2	G611_Cl_6
G72_Cl_2	G632_Cl_3
G72_Cl_2	G653_Cl_8
G72_Cl_2	G674_Cl_11
G72_Cl_2	G683_Cl_6
G72_Cl_2	G698_Cl_2
G72_Cl_2	G700_Cl_2
G72_Cl_2	G702_Cl_11
G72_Cl_2	G756_Cl_4
G72_Cl_2	G768_Cl_8
G72_Cl_6	G73_Cl_2
G72_Cl_6	G74_Cl_6
G72_Cl_6	G79_Cl_11
G72_Cl_6	G84_Cl_7
G72_Cl_6	G89_Cl_3
G72_Cl_6	G89_Cl_8
G72_Cl_6	G91_Cl_12
G72_Cl_6	G92_Cl_13
G72_Cl_6	G92_Cl_14
G72_Cl_6	G92_Cl_16
G72_Cl_6	G93_Cl_3
G72_Cl_6	G94_Cl_6
G72_Cl_6	G94_Cl_7
G72_Cl_6	G95_Cl_2
G72_Cl_6	G95_Cl_3
G72_Cl_6	G95_Cl_4
G72_Cl_6	G95_Cl_7
G72_Cl_6	G97_Cl_3
G72_Cl_6	G105_Cl_2
G72_Cl_6	G109_Cl_4
G72_Cl_6	G109_Cl_5
G72_Cl_6	G109_Cl_6
G72_Cl_6	G109_Cl_8
G72_Cl_6	G109_Cl_9
G72_Cl_6	G111_Cl_2
G72_Cl_6	G112_Cl_2
G72_Cl_6	G113_Cl_2
G72_Cl_6	G116_Cl_2
G72_Cl_6	G117_Cl_2
G72_Cl_6	G117_Cl_3
G72_Cl_6	G117_Cl_4
G72_Cl_6	G118_Cl_2
G72_Cl_6	G118_Cl_3
G72_Cl_6	G118_Cl_4
G72_Cl_6	G119_Cl_2
G72_Cl_6	G119_Cl_3
G72_Cl_6	G119_Cl_4
G72_Cl_6	G120_Cl_2
G72_Cl_6	G120_Cl_3
G72_Cl_6	G120_Cl_4
G72_Cl_6	G121_Cl_2
G72_Cl_6	G121_Cl_8
G72_Cl_6	G121_Cl_9
G72_Cl_6	G122_Cl_3
G72_Cl_6	G122_Cl_5
G72_Cl_6	G122_Cl_6
G72_Cl_6	G122_Cl_10
G72_Cl_6	G122_Cl_15
G72_Cl_6	G123_Cl_6
G72_Cl_6	G124_Cl_3
G72_Cl_6	G124_Cl_18
G72_Cl_6	G125_Cl_2
G72_Cl_6	G125_Cl_5
G72_Cl_6	G126_Cl_4
G72_Cl_6	G128_Cl_4
G72_Cl_6	G129_Cl_4
G72_Cl_6	G129_Cl_5
G72_Cl_6	G130_Cl_3
G72_Cl_6	G131_Cl_3
G72_Cl_6	G132_Cl_5
G72_Cl_6	G132_Cl_7
G72_Cl_6	G133_Cl_3
G72_Cl_6	G133_Cl_5
G72_Cl_6	G133_Cl_6
G72_Cl_6	G133_Cl_11
G72_Cl_6	G134_Cl_2
G72_Cl_6	G134_Cl_3
G72_Cl_6	G134_Cl_5
G72_Cl_6	G134_Cl_7
G72_Cl_6	G134_Cl_9
G72_Cl_6	G139_Cl_2
G72_Cl_6	G140_Cl_2
G72_Cl_6	G140_Cl_4
G72_Cl_6	G140_Cl_5
G72_Cl_6	G140_Cl_6
G72_Cl_6	G140_Cl_7
G72_Cl_6	G140_Cl_9
G72_Cl_6	G140_Cl_10
G72_Cl_6	G141_Cl_4
G72_Cl_6	G141_Cl_6
G72_Cl_6	G141_Cl_7
G72_Cl_6	G141_Cl_8
G72_Cl_6	G142_Cl_4
G72_Cl_6	G142_Cl_6
G72_Cl_6	G142_Cl_12
G72_Cl_6	G142_Cl_14
G72_Cl_6	G143_Cl_5
G72_Cl_6	G144_Cl_3
G72_Cl_6	G144_Cl_7
G72_Cl_6	G144_Cl_15
G72_Cl_6	G144_Cl_17
G72_Cl_6	G144_Cl_18
G72_Cl_6	G145_Cl_3
G72_Cl_6	G145_Cl_7
G72_Cl_6	G145_Cl_17
G72_Cl_6	G145_Cl_20
G72_Cl_6	G146_Cl_9
G72_Cl_6	G147_Cl_6
G72_Cl_6	G147_Cl_12
G72_Cl_6	G148_Cl_3
G72_Cl_6	G149_Cl_2
G72_Cl_6	G152_Cl_2
G72_Cl_6	G152_Cl_4
G72_Cl_6	G152_Cl_5
G72_Cl_6	G152_Cl_8
G72_Cl_6	G152_Cl_9
G72_Cl_6	G152_Cl_10
G72_Cl_6	G152_Cl_11
G72_Cl_6	G152_Cl_14
G72_Cl_6	G153_Cl_7
G72_Cl_6	G153_Cl_12
G72_Cl_6	G154_Cl_2
G72_Cl_6	G154_Cl_3
G72_Cl_6	G154_Cl_4
G72_Cl_6	G154_Cl_5
G72_Cl_6	G155_Cl_2
G72_Cl_6	G155_Cl_4
G72_Cl_6	G155_Cl_6
G72_Cl_6	G156_Cl_2
G72_Cl_6	G156_Cl_3
G72_Cl_6	G156_Cl_5
G72_Cl_6	G158_Cl_2
G72_Cl_6	G159_Cl_6
G72_Cl_6	G159_Cl_9
G72_Cl_6	G159_Cl_13
G72_Cl_6	G159_Cl_15
G72_Cl_6	G159_Cl_16
G72_Cl_6	G159_Cl_17
G72_Cl_6	G160_Cl_3
G72_Cl_6	G160_Cl_7
G72_Cl_6	G160_Cl_9
G72_Cl_6	G160_Cl_11
G72_Cl_6	G160_Cl_14
G72_Cl_6	G160_Cl_15
G72_Cl_6	G160_Cl_20
G72_Cl_6	G161_Cl_4
G72_Cl_6	G161_Cl_6
G72_Cl_6	G161_Cl_7
G72_Cl_6	G162_Cl_4
G72_Cl_6	G162_Cl_11
G72_Cl_6	G163_Cl_2
G72_Cl_6	G163_Cl_8
G72_Cl_6	G163_Cl_9
G72_Cl_6	G164_Cl_5
G72_Cl_6	G164_Cl_9
G72_Cl_6	G165_Cl_4
G72_Cl_6	G165_Cl_6
G72_Cl_6	G165_Cl_7
G72_Cl_6	G171_Cl_3
G72_Cl_6	G171_Cl_6
G72_Cl_6	G171_Cl_11
G72_Cl_6	G172_Cl_2
G72_Cl_6	G172_Cl_4
G72_Cl_6	G172_Cl_5
G72_Cl_6	G172_Cl_7
G72_Cl_6	G172_Cl_8
G72_Cl_6	G172_Cl_9
G72_Cl_6	G172_Cl_11
G72_Cl_6	G173_Cl_2
G72_Cl_6	G173_Cl_6
G72_Cl_6	G173_Cl_7
G72_Cl_6	G173_Cl_9
G72_Cl_6	G173_Cl_12
G72_Cl_6	G174_Cl_5
G72_Cl_6	G175_Cl_3
G72_Cl_6	G175_Cl_6
G72_Cl_6	G176_Cl_3
G72_Cl_6	G176_Cl_6
G72_Cl_6	G176_Cl_10
G72_Cl_6	G176_Cl_11
G72_Cl_6	G176_Cl_14
G72_Cl_6	G176_Cl_15
G72_Cl_6	G176_Cl_16
G72_Cl_6	G177_Cl_4
G72_Cl_6	G177_Cl_5
G72_Cl_6	G177_Cl_9
G72_Cl_6	G177_Cl_10
G72_Cl_6	G177_Cl_18
G72_Cl_6	G178_Cl_3
G72_Cl_6	G178_Cl_4
G72_Cl_6	G178_Cl_7
G72_Cl_6	G178_Cl_9
G72_Cl_6	G178_Cl_11
G72_Cl_6	G179_Cl_2
G72_Cl_6	G179_Cl_6
G72_Cl_6	G179_Cl_10
G72_Cl_6	G179_Cl_11
G72_Cl_6	G179_Cl_12
G72_Cl_6	G179_Cl_14
G72_Cl_6	G180_Cl_2
G72_Cl_6	G180_Cl_6
G72_Cl_6	G180_Cl_10
G72_Cl_6	G181_Cl_4
G72_Cl_6	G181_Cl_7
G72_Cl_6	G181_Cl_9
G72_Cl_6	G181_Cl_12
G72_Cl_6	G181_Cl_14
G72_Cl_6	G181_Cl_16
G72_Cl_6	G182_Cl_3
G72_Cl_6	G182_Cl_4
G72_Cl_6	G182_Cl_7
G72_Cl_6	G182_Cl_9
G72_Cl_6	G183_Cl_2
G72_Cl_6	G183_Cl_4
G72_Cl_6	G184_Cl_2
G72_Cl_6	G184_Cl_4
G72_Cl_6	G184_Cl_7
G72_Cl_6	G184_Cl_8
G72_Cl_6	G184_Cl_9
G72_Cl_6	G184_Cl_10
G72_Cl_6	G184_Cl_11
G72_Cl_6	G184_Cl_13
G72_Cl_6	G184_Cl_15
G72_Cl_6	G184_Cl_16
G72_Cl_6	G184_Cl_17
G72_Cl_6	G184_Cl_18
G72_Cl_6	G184_Cl_19
G72_Cl_6	G185_Cl_2
G72_Cl_6	G185_Cl_5
G72_Cl_6	G185_Cl_8
G72_Cl_6	G185_Cl_10
G72_Cl_6	G185_Cl_11
G72_Cl_6	G185_Cl_12
G72_Cl_6	G192_Cl_3
G72_Cl_6	G195_Cl_3
G72_Cl_6	G195_Cl_4
G72_Cl_6	G195_Cl_6
G72_Cl_6	G195_Cl_8
G72_Cl_6	G196_Cl_3
G72_Cl_6	G196_Cl_4
G72_Cl_6	G196_Cl_5
G72_Cl_6	G196_Cl_7
G72_Cl_6	G196_Cl_9
G72_Cl_6	G196_Cl_10
G72_Cl_6	G196_Cl_13
G72_Cl_6	G197_Cl_2
G72_Cl_6	G197_Cl_9
G72_Cl_6	G197_Cl_10
G72_Cl_6	G198_Cl_3
G72_Cl_6	G198_Cl_7
G72_Cl_6	G198_Cl_12
G72_Cl_6	G199_Cl_10
G72_Cl_6	G199_Cl_11
G72_Cl_6	G200_Cl_4
G72_Cl_6	G201_Cl_6
G72_Cl_6	G202_Cl_2
G72_Cl_6	G202_Cl_3
G72_Cl_6	G203_Cl_3
G72_Cl_6	G203_Cl_12
G72_Cl_6	G203_Cl_14
G72_Cl_6	G204_Cl_2
G72_Cl_6	G204_Cl_6
G72_Cl_6	G204_Cl_7
G72_Cl_6	G204_Cl_8
G72_Cl_6	G205_Cl_2
G72_Cl_6	G205_Cl_5
G72_Cl_6	G206_Cl_2
G72_Cl_6	G206_Cl_3
G72_Cl_6	G206_Cl_4
G72_Cl_6	G206_Cl_7
G72_Cl_6	G207_Cl_3
G72_Cl_6	G208_Cl_3
G72_Cl_6	G208_Cl_4
G72_Cl_6	G209_Cl_2
G72_Cl_6	G209_Cl_3
G72_Cl_6	G209_Cl_5
G72_Cl_6	G209_Cl_6
G72_Cl_6	G209_Cl_8
G72_Cl_6	G209_Cl_9
G72_Cl_6	G210_Cl_14
G72_Cl_6	G210_Cl_20
G72_Cl_6	G211_Cl_2
G72_Cl_6	G213_Cl_3
G72_Cl_6	G213_Cl_4
G72_Cl_6	G214_Cl_3
G72_Cl_6	G215_Cl_2
G72_Cl_6	G216_Cl_2
G72_Cl_6	G216_Cl_4
G72_Cl_6	G217_Cl_2
G72_Cl_6	G219_Cl_3
G72_Cl_6	G220_Cl_2
G72_Cl_6	G220_Cl_6
G72_Cl_6	G221_Cl_5
G72_Cl_6	G223_Cl_3
G72_Cl_6	G223_Cl_5
G72_Cl_6	G223_Cl_6
G72_Cl_6	G223_Cl_7
G72_Cl_6	G224_Cl_4
G72_Cl_6	G225_Cl_2
G72_Cl_6	G225_Cl_5
G72_Cl_6	G225_Cl_7
G72_Cl_6	G225_Cl_9
G72_Cl_6	G227_Cl_4
G72_Cl_6	G227_Cl_6
G72_Cl_6	G227_Cl_8
G72_Cl_6	G227_Cl_14
G72_Cl_6	G229_Cl_2
G72_Cl_6	G229_Cl_6
G72_Cl_6	G229_Cl_8
G72_Cl_6	G230_Cl_2
G72_Cl_6	G230_Cl_4
G72_Cl_6	G230_Cl_7
G72_Cl_6	G231_Cl_2
G72_Cl_6	G231_Cl_8
G72_Cl_6	G232_Cl_2
G72_Cl_6	G232_Cl_9
G72_Cl_6	G233_Cl_8
G72_Cl_6	G235_Cl_2
G72_Cl_6	G235_Cl_3
G72_Cl_6	G235_Cl_9
G72_Cl_6	G236_Cl_3
G72_Cl_6	G236_Cl_5
G72_Cl_6	G236_Cl_6
G72_Cl_6	G236_Cl_9
G72_Cl_6	G237_Cl_2
G72_Cl_6	G237_Cl_4
G72_Cl_6	G239_Cl_2
G72_Cl_6	G239_Cl_4
G72_Cl_6	G240_Cl_4
G72_Cl_6	G240_Cl_6
G72_Cl_6	G241_Cl_3
G72_Cl_6	G242_Cl_2
G72_Cl_6	G243_Cl_3
G72_Cl_6	G245_Cl_4
G72_Cl_6	G246_Cl_4
G72_Cl_6	G247_Cl_7
G72_Cl_6	G250_Cl_2
G72_Cl_6	G250_Cl_5
G72_Cl_6	G250_Cl_8
G72_Cl_6	G251_Cl_2
G72_Cl_6	G251_Cl_3
G72_Cl_6	G252_Cl_4
G72_Cl_6	G252_Cl_5
G72_Cl_6	G252_Cl_6
G72_Cl_6	G253_Cl_3
G72_Cl_6	G253_Cl_7
G72_Cl_6	G253_Cl_9
G72_Cl_6	G254_Cl_7
G72_Cl_6	G254_Cl_8
G72_Cl_6	G255_Cl_6
G72_Cl_6	G256_Cl_2
G72_Cl_6	G257_Cl_5
G72_Cl_6	G257_Cl_15
G72_Cl_6	G259_Cl_4
G72_Cl_6	G259_Cl_6
G72_Cl_6	G259_Cl_7
G72_Cl_6	G260_Cl_7
G72_Cl_6	G261_Cl_3
G72_Cl_6	G261_Cl_8
G72_Cl_6	G262_Cl_2
G72_Cl_6	G262_Cl_5
G72_Cl_6	G262_Cl_7
G72_Cl_6	G262_Cl_12
G72_Cl_6	G262_Cl_13
G72_Cl_6	G262_Cl_17
G72_Cl_6	G266_Cl_4
G72_Cl_6	G267_Cl_2
G72_Cl_6	G267_Cl_3
G72_Cl_6	G267_Cl_4
G72_Cl_6	G268_Cl_10
G72_Cl_6	G269_Cl_3
G72_Cl_6	G269_Cl_10
G72_Cl_6	G273_Cl_4
G72_Cl_6	G274_Cl_2
G72_Cl_6	G275_Cl_3
G72_Cl_6	G276_Cl_2
G72_Cl_6	G276_Cl_3
G72_Cl_6	G276_Cl_6
G72_Cl_6	G277_Cl_3
G72_Cl_6	G279_Cl_2
G72_Cl_6	G280_Cl_2
G72_Cl_6	G280_Cl_4
G72_Cl_6	G280_Cl_7
G72_Cl_6	G280_Cl_8
G72_Cl_6	G280_Cl_10
G72_Cl_6	G280_Cl_11
G72_Cl_6	G280_Cl_12
G72_Cl_6	G280_Cl_13
G72_Cl_6	G281_Cl_2
G72_Cl_6	G281_Cl_5
G72_Cl_6	G281_Cl_6
G72_Cl_6	G281_Cl_7
G72_Cl_6	G281_Cl_8
G72_Cl_6	G282_Cl_3
G72_Cl_6	G282_Cl_6
G72_Cl_6	G284_Cl_2
G72_Cl_6	G284_Cl_3
G72_Cl_6	G284_Cl_5
G72_Cl_6	G284_Cl_6
G72_Cl_6	G284_Cl_7
G72_Cl_6	G284_Cl_12
G72_Cl_6	G284_Cl_14
G72_Cl_6	G285_Cl_4
G72_Cl_6	G286_Cl_2
G72_Cl_6	G286_Cl_10
G72_Cl_6	G288_Cl_2
G72_Cl_6	G288_Cl_4
G72_Cl_6	G288_Cl_6
G72_Cl_6	G291_Cl_5
G72_Cl_6	G298_Cl_8
G72_Cl_6	G310_Cl_2
G72_Cl_6	G315_Cl_2
G72_Cl_6	G315_Cl_4
G72_Cl_6	G321_Cl_2
G72_Cl_6	G322_Cl_5
G72_Cl_6	G322_Cl_8
G72_Cl_6	G323_Cl_3
G72_Cl_6	G323_Cl_5
G72_Cl_6	G323_Cl_6
G72_Cl_6	G323_Cl_9
G72_Cl_6	G323_Cl_13
G72_Cl_6	G324_Cl_5
G72_Cl_6	G324_Cl_8
G72_Cl_6	G326_Cl_2
G72_Cl_6	G326_Cl_3
G72_Cl_6	G326_Cl_4
G72_Cl_6	G329_Cl_4
G72_Cl_6	G329_Cl_6
G72_Cl_6	G331_Cl_6
G72_Cl_6	G332_Cl_2
G72_Cl_6	G333_Cl_8
G72_Cl_6	G335_Cl_2
G72_Cl_6	G335_Cl_4
G72_Cl_6	G335_Cl_5
G72_Cl_6	G335_Cl_6
G72_Cl_6	G335_Cl_7
G72_Cl_6	G335_Cl_8
G72_Cl_6	G335_Cl_9
G72_Cl_6	G337_Cl_4
G72_Cl_6	G337_Cl_5
G72_Cl_6	G337_Cl_6
G72_Cl_6	G337_Cl_7
G72_Cl_6	G338_Cl_4
G72_Cl_6	G339_Cl_2
G72_Cl_6	G340_Cl_4
G72_Cl_6	G340_Cl_5
G72_Cl_6	G342_Cl_8
G72_Cl_6	G342_Cl_11
G72_Cl_6	G342_Cl_12
G72_Cl_6	G342_Cl_13
G72_Cl_6	G342_Cl_15
G72_Cl_6	G342_Cl_19
G72_Cl_6	G342_Cl_26
G72_Cl_6	G343_Cl_3
G72_Cl_6	G343_Cl_4
G72_Cl_6	G347_Cl_2
G72_Cl_6	G347_Cl_5
G72_Cl_6	G347_Cl_6
G72_Cl_6	G347_Cl_8
G72_Cl_6	G347_Cl_9
G72_Cl_6	G348_Cl_2
G72_Cl_6	G348_Cl_5
G72_Cl_6	G348_Cl_12
G72_Cl_6	G349_Cl_4
G72_Cl_6	G349_Cl_5
G72_Cl_6	G349_Cl_14
G72_Cl_6	G350_Cl_6
G72_Cl_6	G351_Cl_2
G72_Cl_6	G351_Cl_6
G72_Cl_6	G351_Cl_9
G72_Cl_6	G352_Cl_3
G72_Cl_6	G352_Cl_5
G72_Cl_6	G352_Cl_6
G72_Cl_6	G352_Cl_8
G72_Cl_6	G352_Cl_9
G72_Cl_6	G352_Cl_10
G72_Cl_6	G352_Cl_11
G72_Cl_6	G352_Cl_12
G72_Cl_6	G353_Cl_2
G72_Cl_6	G353_Cl_3
G72_Cl_6	G353_Cl_4
G72_Cl_6	G353_Cl_7
G72_Cl_6	G353_Cl_9
G72_Cl_6	G353_Cl_10
G72_Cl_6	G353_Cl_11
G72_Cl_6	G353_Cl_14
G72_Cl_6	G353_Cl_17
G72_Cl_6	G353_Cl_18
G72_Cl_6	G353_Cl_20
G72_Cl_6	G353_Cl_22
G72_Cl_6	G353_Cl_23
G72_Cl_6	G354_Cl_2
G72_Cl_6	G355_Cl_10
G72_Cl_6	G356_Cl_6
G72_Cl_6	G357_Cl_5
G72_Cl_6	G357_Cl_9
G72_Cl_6	G358_Cl_3
G72_Cl_6	G358_Cl_5
G72_Cl_6	G359_Cl_2
G72_Cl_6	G359_Cl_3
G72_Cl_6	G359_Cl_5
G72_Cl_6	G359_Cl_6
G72_Cl_6	G359_Cl_9
G72_Cl_6	G359_Cl_11
G72_Cl_6	G361_Cl_2
G72_Cl_6	G361_Cl_3
G72_Cl_6	G361_Cl_4
G72_Cl_6	G361_Cl_5
G72_Cl_6	G363_Cl_3
G72_Cl_6	G363_Cl_4
G72_Cl_6	G363_Cl_7
G72_Cl_6	G363_Cl_8
G72_Cl_6	G365_Cl_4
G72_Cl_6	G365_Cl_8
G72_Cl_6	G365_Cl_12
G72_Cl_6	G365_Cl_13
G72_Cl_6	G368_Cl_3
G72_Cl_6	G369_Cl_4
G72_Cl_6	G370_Cl_6
G72_Cl_6	G370_Cl_7
G72_Cl_6	G371_Cl_2
G72_Cl_6	G371_Cl_9
G72_Cl_6	G371_Cl_10
