network_node1	network_node2
G163_Cl_8	G493_Cl_4
G163_Cl_8	G493_Cl_10
G163_Cl_8	G493_Cl_12
G163_Cl_8	G494_Cl_2
G163_Cl_8	G495_Cl_6
G163_Cl_8	G500_Cl_12
G163_Cl_8	G504_Cl_10
G163_Cl_8	G506_Cl_4
G163_Cl_8	G506_Cl_6
G163_Cl_8	G507_Cl_2
G163_Cl_8	G507_Cl_6
G163_Cl_8	G508_Cl_5
G163_Cl_8	G508_Cl_10
G163_Cl_8	G509_Cl_2
G163_Cl_8	G511_Cl_3
G163_Cl_8	G512_Cl_2
G163_Cl_8	G513_Cl_2
G163_Cl_8	G513_Cl_11
G163_Cl_8	G513_Cl_14
G163_Cl_8	G515_Cl_2
G163_Cl_8	G517_Cl_2
G163_Cl_8	G525_Cl_2
G163_Cl_8	G531_Cl_6
G163_Cl_8	G534_Cl_5
G163_Cl_8	G536_Cl_3
G163_Cl_8	G537_Cl_3
G163_Cl_8	G539_Cl_5
G163_Cl_8	G540_Cl_8
G163_Cl_8	G541_Cl_6
G163_Cl_8	G544_Cl_9
G163_Cl_8	G549_Cl_4
G163_Cl_8	G550_Cl_5
G163_Cl_8	G551_Cl_5
G163_Cl_8	G552_Cl_4
G163_Cl_8	G555_Cl_3
G163_Cl_8	G558_Cl_9
G163_Cl_8	G558_Cl_15
G163_Cl_8	G560_Cl_10
G163_Cl_8	G561_Cl_11
G163_Cl_8	G562_Cl_8
G163_Cl_8	G562_Cl_13
G163_Cl_8	G564_Cl_9
G163_Cl_8	G566_Cl_10
G163_Cl_8	G578_Cl_3
G163_Cl_8	G579_Cl_7
G163_Cl_8	G583_Cl_8
G163_Cl_8	G584_Cl_3
G163_Cl_8	G586_Cl_11
G163_Cl_8	G597_Cl_2
G163_Cl_8	G597_Cl_9
G163_Cl_8	G599_Cl_4
G163_Cl_8	G599_Cl_10
G163_Cl_8	G601_Cl_3
G163_Cl_8	G602_Cl_10
G163_Cl_8	G602_Cl_11
G163_Cl_8	G603_Cl_13
G163_Cl_8	G603_Cl_14
G163_Cl_8	G604_Cl_6
G163_Cl_8	G610_Cl_6
G163_Cl_8	G610_Cl_10
G163_Cl_8	G611_Cl_6
G163_Cl_8	G612_Cl_7
G163_Cl_8	G612_Cl_8
G163_Cl_8	G618_Cl_3
G163_Cl_8	G621_Cl_3
G163_Cl_8	G621_Cl_8
G163_Cl_8	G626_Cl_2
G163_Cl_8	G632_Cl_6
G163_Cl_8	G653_Cl_8
G163_Cl_8	G655_Cl_3
G163_Cl_8	G655_Cl_13
G163_Cl_8	G657_Cl_7
G163_Cl_8	G666_Cl_8
G163_Cl_8	G669_Cl_8
G163_Cl_8	G671_Cl_5
G163_Cl_8	G673_Cl_9
G163_Cl_8	G674_Cl_11
G163_Cl_8	G679_Cl_3
G163_Cl_8	G680_Cl_7
G163_Cl_8	G683_Cl_6
G163_Cl_8	G684_Cl_4
G163_Cl_8	G687_Cl_6
G163_Cl_8	G688_Cl_8
G163_Cl_8	G694_Cl_15
G163_Cl_8	G696_Cl_2
G163_Cl_8	G696_Cl_8
G163_Cl_8	G697_Cl_3
G163_Cl_8	G698_Cl_5
G163_Cl_8	G702_Cl_11
G163_Cl_8	G703_Cl_9
G163_Cl_8	G710_Cl_8
G163_Cl_8	G712_Cl_6
G163_Cl_8	G752_Cl_2
G163_Cl_8	G752_Cl_10
G163_Cl_8	G753_Cl_3
G163_Cl_8	G753_Cl_10
G163_Cl_8	G762_Cl_2
G163_Cl_8	G765_Cl_10
G163_Cl_8	G766_Cl_3
G163_Cl_8	G768_Cl_8
G163_Cl_9	G165_Cl_7
G163_Cl_9	G174_Cl_5
G163_Cl_9	G178_Cl_11
G163_Cl_9	G183_Cl_4
G163_Cl_9	G204_Cl_7
G163_Cl_9	G211_Cl_2
G163_Cl_9	G215_Cl_2
G163_Cl_9	G217_Cl_2
G163_Cl_9	G225_Cl_2
G163_Cl_9	G262_Cl_17
G163_Cl_9	G275_Cl_3
G163_Cl_9	G280_Cl_8
G163_Cl_9	G281_Cl_5
G163_Cl_9	G281_Cl_8
G163_Cl_9	G332_Cl_2
G163_Cl_9	G349_Cl_5
G163_Cl_9	G361_Cl_5
G163_Cl_9	G363_Cl_4
G163_Cl_9	G365_Cl_4
G163_Cl_9	G375_Cl_15
G163_Cl_9	G380_Cl_8
G163_Cl_9	G381_Cl_4
G163_Cl_9	G382_Cl_16
G163_Cl_9	G383_Cl_4
G163_Cl_9	G384_Cl_8
G163_Cl_9	G393_Cl_4
G163_Cl_9	G393_Cl_7
G163_Cl_9	G396_Cl_5
G163_Cl_9	G397_Cl_4
G163_Cl_9	G398_Cl_8
G163_Cl_9	G422_Cl_7
G163_Cl_9	G423_Cl_4
G163_Cl_9	G425_Cl_5
G163_Cl_9	G433_Cl_6
G163_Cl_9	G442_Cl_10
G163_Cl_9	G495_Cl_7
G163_Cl_9	G506_Cl_6
G163_Cl_9	G506_Cl_8
G163_Cl_9	G508_Cl_10
G163_Cl_9	G510_Cl_4
G163_Cl_9	G513_Cl_9
G163_Cl_9	G513_Cl_11
G163_Cl_9	G520_Cl_5
G163_Cl_9	G525_Cl_2
G163_Cl_9	G544_Cl_4
G163_Cl_9	G549_Cl_3
G163_Cl_9	G558_Cl_15
G163_Cl_9	G560_Cl_10
G163_Cl_9	G561_Cl_11
G163_Cl_9	G578_Cl_3
G163_Cl_9	G604_Cl_6
G163_Cl_9	G610_Cl_10
G163_Cl_9	G611_Cl_6
G163_Cl_9	G612_Cl_8
G163_Cl_9	G619_Cl_5
G163_Cl_9	G626_Cl_2
G163_Cl_9	G632_Cl_6
G163_Cl_9	G653_Cl_8
G163_Cl_9	G669_Cl_8
G163_Cl_9	G672_Cl_4
G163_Cl_9	G674_Cl_11
G163_Cl_9	G677_Cl_14
G163_Cl_9	G678_Cl_6
G163_Cl_9	G679_Cl_3
G163_Cl_9	G686_Cl_3
G163_Cl_9	G688_Cl_12
G163_Cl_9	G702_Cl_11
G163_Cl_9	G710_Cl_8
G163_Cl_10	G442_Cl_4
G163_Cl_10	G463_Cl_3
G164_Cl_3	G442_Cl_4
G164_Cl_3	G463_Cl_3
G164_Cl_3	G764_Cl_2
G164_Cl_4	G348_Cl_13
G164_Cl_4	G442_Cl_4
G164_Cl_4	G463_Cl_3
G164_Cl_4	G764_Cl_2
G164_Cl_5	G174_Cl_5
G164_Cl_5	G178_Cl_11
G164_Cl_5	G192_Cl_3
G164_Cl_5	G242_Cl_2
G164_Cl_5	G247_Cl_7
G164_Cl_5	G285_Cl_4
G164_Cl_5	G333_Cl_8
G164_Cl_5	G356_Cl_6
G164_Cl_5	G361_Cl_5
G164_Cl_5	G381_Cl_4
G164_Cl_5	G384_Cl_8
G164_Cl_5	G395_Cl_2
G164_Cl_5	G397_Cl_2
G164_Cl_5	G398_Cl_8
G164_Cl_5	G406_Cl_4
G164_Cl_5	G409_Cl_3
G164_Cl_5	G455_Cl_10
G164_Cl_5	G463_Cl_3
G164_Cl_5	G495_Cl_7
G164_Cl_5	G500_Cl_12
G164_Cl_5	G518_Cl_5
G164_Cl_5	G519_Cl_14
G164_Cl_5	G550_Cl_5
G164_Cl_5	G578_Cl_3
G164_Cl_5	G604_Cl_6
G164_Cl_5	G611_Cl_6
G164_Cl_5	G626_Cl_2
G164_Cl_5	G653_Cl_8
G164_Cl_5	G674_Cl_11
G164_Cl_5	G683_Cl_6
G164_Cl_5	G698_Cl_5
G164_Cl_5	G700_Cl_2
G164_Cl_5	G702_Cl_11
G164_Cl_5	G768_Cl_8
G164_Cl_7	G333_Cl_8
G164_Cl_7	G361_Cl_5
G164_Cl_7	G395_Cl_2
G164_Cl_7	G397_Cl_2
G164_Cl_7	G404_Cl_6
G164_Cl_7	G414_Cl_8
G164_Cl_7	G463_Cl_3
G164_Cl_7	G495_Cl_7
G164_Cl_7	G499_Cl_13
G164_Cl_7	G500_Cl_12
G164_Cl_7	G507_Cl_9
G164_Cl_7	G519_Cl_14
G164_Cl_7	G588_Cl_15
G164_Cl_7	G605_Cl_13
G164_Cl_7	G700_Cl_2
G164_Cl_7	G758_Cl_13
G164_Cl_7	G764_Cl_2
G164_Cl_8	G165_Cl_2
G164_Cl_8	G260_Cl_6
G164_Cl_8	G303_Cl_4
G164_Cl_8	G330_Cl_6
G164_Cl_8	G344_Cl_7
G164_Cl_8	G348_Cl_13
G164_Cl_8	G349_Cl_12
G164_Cl_8	G375_Cl_3
G164_Cl_8	G375_Cl_9
G164_Cl_8	G378_Cl_14
G164_Cl_8	G381_Cl_13
G164_Cl_8	G381_Cl_14
G164_Cl_8	G385_Cl_9
G164_Cl_8	G395_Cl_2
G164_Cl_8	G397_Cl_2
G164_Cl_8	G399_Cl_8
G164_Cl_8	G404_Cl_6
G164_Cl_8	G414_Cl_8
G164_Cl_8	G434_Cl_2
G164_Cl_8	G439_Cl_13
G164_Cl_8	G442_Cl_4
G164_Cl_8	G446_Cl_8
G164_Cl_8	G463_Cl_3
G164_Cl_8	G495_Cl_7
G164_Cl_8	G499_Cl_13
G164_Cl_8	G500_Cl_12
G164_Cl_8	G505_Cl_6
G164_Cl_8	G507_Cl_9
G164_Cl_8	G525_Cl_6
G164_Cl_8	G528_Cl_6
G164_Cl_8	G530_Cl_7
G164_Cl_8	G588_Cl_15
G164_Cl_8	G657_Cl_12
G164_Cl_8	G700_Cl_2
G164_Cl_8	G752_Cl_8
G164_Cl_8	G764_Cl_2
G164_Cl_8	G768_Cl_10
G164_Cl_9	G165_Cl_7
G164_Cl_9	G166_Cl_4
G164_Cl_9	G167_Cl_3
G164_Cl_9	G168_Cl_5
G164_Cl_9	G170_Cl_7
G164_Cl_9	G171_Cl_11
G164_Cl_9	G172_Cl_2
G164_Cl_9	G172_Cl_5
G164_Cl_9	G172_Cl_7
G164_Cl_9	G172_Cl_8
G164_Cl_9	G173_Cl_2
G164_Cl_9	G173_Cl_9
G164_Cl_9	G174_Cl_5
G164_Cl_9	G175_Cl_3
G164_Cl_9	G176_Cl_16
G164_Cl_9	G178_Cl_9
G164_Cl_9	G179_Cl_12
G164_Cl_9	G179_Cl_14
G164_Cl_9	G181_Cl_4
G164_Cl_9	G183_Cl_4
G164_Cl_9	G184_Cl_2
G164_Cl_9	G184_Cl_7
G164_Cl_9	G184_Cl_11
G164_Cl_9	G184_Cl_17
G164_Cl_9	G184_Cl_18
G164_Cl_9	G185_Cl_10
G164_Cl_9	G190_Cl_3
G164_Cl_9	G195_Cl_4
G164_Cl_9	G195_Cl_6
G164_Cl_9	G196_Cl_4
G164_Cl_9	G196_Cl_10
G164_Cl_9	G196_Cl_13
G164_Cl_9	G197_Cl_9
G164_Cl_9	G197_Cl_10
G164_Cl_9	G198_Cl_7
G164_Cl_9	G199_Cl_10
G164_Cl_9	G199_Cl_11
G164_Cl_9	G202_Cl_2
G164_Cl_9	G202_Cl_3
G164_Cl_9	G203_Cl_6
G164_Cl_9	G206_Cl_3
G164_Cl_9	G209_Cl_3
G164_Cl_9	G209_Cl_5
G164_Cl_9	G209_Cl_6
G164_Cl_9	G209_Cl_9
G164_Cl_9	G216_Cl_2
G164_Cl_9	G216_Cl_3
G164_Cl_9	G216_Cl_4
G164_Cl_9	G217_Cl_2
G164_Cl_9	G219_Cl_3
G164_Cl_9	G223_Cl_3
G164_Cl_9	G225_Cl_2
G164_Cl_9	G225_Cl_9
G164_Cl_9	G227_Cl_6
G164_Cl_9	G227_Cl_14
G164_Cl_9	G228_Cl_5
G164_Cl_9	G228_Cl_6
G164_Cl_9	G229_Cl_8
G164_Cl_9	G230_Cl_2
G164_Cl_9	G231_Cl_2
G164_Cl_9	G231_Cl_8
G164_Cl_9	G232_Cl_2
G164_Cl_9	G232_Cl_9
G164_Cl_9	G233_Cl_5
G164_Cl_9	G233_Cl_6
G164_Cl_9	G233_Cl_7
G164_Cl_9	G233_Cl_10
G164_Cl_9	G235_Cl_4
G164_Cl_9	G235_Cl_9
G164_Cl_9	G236_Cl_3
G164_Cl_9	G236_Cl_5
G164_Cl_9	G236_Cl_9
G164_Cl_9	G237_Cl_2
G164_Cl_9	G238_Cl_2
G164_Cl_9	G238_Cl_3
G164_Cl_9	G239_Cl_2
G164_Cl_9	G239_Cl_4
G164_Cl_9	G240_Cl_4
G164_Cl_9	G240_Cl_6
G164_Cl_9	G241_Cl_3
G164_Cl_9	G243_Cl_3
G164_Cl_9	G245_Cl_4
G164_Cl_9	G246_Cl_4
G164_Cl_9	G250_Cl_2
G164_Cl_9	G250_Cl_5
G164_Cl_9	G251_Cl_2
G164_Cl_9	G251_Cl_3
G164_Cl_9	G252_Cl_4
G164_Cl_9	G252_Cl_6
G164_Cl_9	G253_Cl_3
G164_Cl_9	G253_Cl_7
G164_Cl_9	G253_Cl_9
G164_Cl_9	G254_Cl_8
G164_Cl_9	G255_Cl_6
G164_Cl_9	G256_Cl_2
G164_Cl_9	G257_Cl_15
G164_Cl_9	G259_Cl_4
G164_Cl_9	G262_Cl_7
G164_Cl_9	G262_Cl_12
G164_Cl_9	G262_Cl_13
G164_Cl_9	G262_Cl_17
G164_Cl_9	G269_Cl_3
G164_Cl_9	G273_Cl_4
G164_Cl_9	G276_Cl_2
G164_Cl_9	G280_Cl_2
G164_Cl_9	G281_Cl_2
G164_Cl_9	G281_Cl_6
G164_Cl_9	G281_Cl_7
G164_Cl_9	G281_Cl_8
G164_Cl_9	G282_Cl_3
G164_Cl_9	G284_Cl_3
G164_Cl_9	G284_Cl_14
G164_Cl_9	G286_Cl_10
G164_Cl_9	G288_Cl_2
G164_Cl_9	G315_Cl_2
G164_Cl_9	G322_Cl_5
G164_Cl_9	G323_Cl_3
G164_Cl_9	G323_Cl_9
G164_Cl_9	G324_Cl_5
G164_Cl_9	G326_Cl_2
G164_Cl_9	G326_Cl_4
G164_Cl_9	G329_Cl_4
G164_Cl_9	G332_Cl_2
G164_Cl_9	G335_Cl_2
G164_Cl_9	G335_Cl_4
G164_Cl_9	G335_Cl_9
G164_Cl_9	G337_Cl_4
G164_Cl_9	G337_Cl_5
G164_Cl_9	G337_Cl_6
G164_Cl_9	G337_Cl_7
G164_Cl_9	G339_Cl_2
G164_Cl_9	G341_Cl_2
G164_Cl_9	G342_Cl_8
G164_Cl_9	G342_Cl_12
G164_Cl_9	G342_Cl_23
G164_Cl_9	G343_Cl_3
G164_Cl_9	G343_Cl_4
G164_Cl_9	G346_Cl_2
G164_Cl_9	G347_Cl_2
G164_Cl_9	G347_Cl_6
G164_Cl_9	G347_Cl_8
G164_Cl_9	G347_Cl_9
G164_Cl_9	G348_Cl_5
G164_Cl_9	G349_Cl_5
G164_Cl_9	G349_Cl_14
G164_Cl_9	G351_Cl_2
G164_Cl_9	G352_Cl_3
G164_Cl_9	G352_Cl_6
G164_Cl_9	G352_Cl_8
G164_Cl_9	G352_Cl_10
G164_Cl_9	G353_Cl_2
G164_Cl_9	G353_Cl_4
G164_Cl_9	G353_Cl_9
G164_Cl_9	G353_Cl_17
G164_Cl_9	G353_Cl_20
G164_Cl_9	G354_Cl_2
G164_Cl_9	G357_Cl_5
G164_Cl_9	G357_Cl_9
G164_Cl_9	G358_Cl_5
G164_Cl_9	G359_Cl_2
G164_Cl_9	G361_Cl_2
G164_Cl_9	G361_Cl_3
G164_Cl_9	G361_Cl_4
G164_Cl_9	G361_Cl_5
G164_Cl_9	G363_Cl_3
G164_Cl_9	G363_Cl_10
G164_Cl_9	G365_Cl_10
G164_Cl_9	G368_Cl_3
G164_Cl_9	G368_Cl_4
G164_Cl_9	G368_Cl_5
G164_Cl_9	G369_Cl_3
G164_Cl_9	G369_Cl_4
G164_Cl_9	G369_Cl_5
G164_Cl_9	G369_Cl_6
G164_Cl_9	G370_Cl_7
G164_Cl_9	G371_Cl_13
G164_Cl_9	G375_Cl_15
G164_Cl_9	G380_Cl_8
G164_Cl_9	G383_Cl_4
G164_Cl_9	G386_Cl_3
G164_Cl_9	G387_Cl_3
G164_Cl_9	G388_Cl_6
G164_Cl_9	G389_Cl_2
G164_Cl_9	G390_Cl_4
G164_Cl_9	G390_Cl_7
G164_Cl_9	G393_Cl_4
G164_Cl_9	G395_Cl_5
G164_Cl_9	G396_Cl_5
G164_Cl_9	G397_Cl_4
G164_Cl_9	G401_Cl_12
G164_Cl_9	G420_Cl_6
G164_Cl_9	G422_Cl_7
G164_Cl_9	G423_Cl_7
G164_Cl_9	G427_Cl_7
G164_Cl_9	G428_Cl_5
G164_Cl_9	G429_Cl_9
G164_Cl_9	G430_Cl_5
G164_Cl_9	G431_Cl_10
G164_Cl_9	G432_Cl_2
G164_Cl_9	G432_Cl_9
G164_Cl_9	G433_Cl_2
G164_Cl_9	G433_Cl_6
G164_Cl_9	G433_Cl_9
G164_Cl_9	G433_Cl_10
G164_Cl_9	G434_Cl_7
G164_Cl_9	G434_Cl_9
G164_Cl_9	G434_Cl_12
G164_Cl_9	G435_Cl_3
G164_Cl_9	G435_Cl_11
G164_Cl_9	G436_Cl_3
G164_Cl_9	G436_Cl_6
G164_Cl_9	G437_Cl_3
G164_Cl_9	G438_Cl_2
G164_Cl_9	G438_Cl_9
G164_Cl_9	G439_Cl_7
G164_Cl_9	G439_Cl_12
G164_Cl_9	G440_Cl_3
G164_Cl_9	G440_Cl_9
G164_Cl_9	G441_Cl_9
G164_Cl_9	G442_Cl_14
G164_Cl_9	G443_Cl_5
G164_Cl_9	G444_Cl_6
G164_Cl_9	G445_Cl_7
G164_Cl_9	G446_Cl_7
G164_Cl_9	G447_Cl_5
G164_Cl_9	G448_Cl_8
G164_Cl_9	G461_Cl_4
G164_Cl_9	G463_Cl_6
G164_Cl_9	G466_Cl_5
G164_Cl_9	G469_Cl_2
G164_Cl_9	G470_Cl_4
G164_Cl_9	G470_Cl_5
G164_Cl_9	G472_Cl_2
G164_Cl_9	G473_Cl_2
G164_Cl_9	G474_Cl_5
G164_Cl_9	G474_Cl_6
G164_Cl_9	G474_Cl_7
G164_Cl_9	G474_Cl_8
G164_Cl_9	G475_Cl_4
G164_Cl_9	G475_Cl_5
G164_Cl_9	G475_Cl_6
G164_Cl_9	G476_Cl_5
G164_Cl_9	G476_Cl_6
G164_Cl_9	G477_Cl_2
G164_Cl_9	G477_Cl_4
G164_Cl_9	G478_Cl_6
G164_Cl_9	G478_Cl_9
G164_Cl_9	G479_Cl_6
G164_Cl_9	G479_Cl_8
G164_Cl_9	G480_Cl_3
G164_Cl_9	G480_Cl_5
G164_Cl_9	G480_Cl_6
G164_Cl_9	G481_Cl_5
G164_Cl_9	G482_Cl_5
G164_Cl_9	G482_Cl_6
G164_Cl_9	G482_Cl_7
G164_Cl_9	G483_Cl_2
G164_Cl_9	G483_Cl_7
G164_Cl_9	G484_Cl_4
G164_Cl_9	G484_Cl_6
G164_Cl_9	G485_Cl_5
G164_Cl_9	G485_Cl_7
G164_Cl_9	G486_Cl_6
G164_Cl_9	G486_Cl_7
G164_Cl_9	G487_Cl_5
G164_Cl_9	G487_Cl_6
G164_Cl_9	G488_Cl_5
G164_Cl_9	G488_Cl_6
G164_Cl_9	G488_Cl_8
G164_Cl_9	G489_Cl_5
G164_Cl_9	G489_Cl_7
G164_Cl_9	G490_Cl_5
G164_Cl_9	G491_Cl_5
G164_Cl_9	G492_Cl_6
G164_Cl_9	G493_Cl_8
G164_Cl_9	G493_Cl_9
G164_Cl_9	G493_Cl_11
G164_Cl_9	G494_Cl_5
G164_Cl_9	G494_Cl_6
G164_Cl_9	G494_Cl_7
G164_Cl_9	G495_Cl_5
G164_Cl_9	G495_Cl_6
G164_Cl_9	G495_Cl_9
G164_Cl_9	G496_Cl_3
G164_Cl_9	G496_Cl_5
G164_Cl_9	G497_Cl_4
G164_Cl_9	G497_Cl_8
G164_Cl_9	G498_Cl_3
G164_Cl_9	G498_Cl_6
G164_Cl_9	G503_Cl_4
G164_Cl_9	G504_Cl_3
G164_Cl_9	G504_Cl_7
G164_Cl_9	G504_Cl_10
G164_Cl_9	G506_Cl_2
G164_Cl_9	G507_Cl_3
G164_Cl_9	G507_Cl_6
G164_Cl_9	G508_Cl_2
G164_Cl_9	G508_Cl_5
G164_Cl_9	G509_Cl_2
G164_Cl_9	G510_Cl_4
G164_Cl_9	G512_Cl_2
G164_Cl_9	G513_Cl_6
G164_Cl_9	G513_Cl_8
G164_Cl_9	G513_Cl_9
G164_Cl_9	G513_Cl_11
G164_Cl_9	G514_Cl_3
G164_Cl_9	G516_Cl_4
G164_Cl_9	G516_Cl_6
G164_Cl_9	G516_Cl_7
G164_Cl_9	G517_Cl_9
G164_Cl_9	G518_Cl_4
G164_Cl_9	G524_Cl_5
G164_Cl_9	G525_Cl_2
G164_Cl_9	G527_Cl_5
G164_Cl_9	G531_Cl_2
G164_Cl_9	G531_Cl_7
G164_Cl_9	G533_Cl_2
G164_Cl_9	G533_Cl_4
G164_Cl_9	G533_Cl_6
G164_Cl_9	G533_Cl_7
G164_Cl_9	G534_Cl_5
G164_Cl_9	G535_Cl_3
G164_Cl_9	G535_Cl_6
G164_Cl_9	G535_Cl_8
G164_Cl_9	G535_Cl_14
G164_Cl_9	G535_Cl_19
G164_Cl_9	G535_Cl_21
G164_Cl_9	G535_Cl_24
G164_Cl_9	G536_Cl_3
G164_Cl_9	G537_Cl_3
G164_Cl_9	G540_Cl_2
G164_Cl_9	G540_Cl_5
G164_Cl_9	G541_Cl_4
G164_Cl_9	G541_Cl_6
G164_Cl_9	G542_Cl_3
G164_Cl_9	G543_Cl_5
G164_Cl_9	G544_Cl_4
G164_Cl_9	G544_Cl_9
G164_Cl_9	G545_Cl_3
G164_Cl_9	G548_Cl_3
G164_Cl_9	G549_Cl_5
G164_Cl_9	G551_Cl_5
G164_Cl_9	G557_Cl_17
G164_Cl_9	G558_Cl_15
G164_Cl_9	G559_Cl_5
G164_Cl_9	G559_Cl_8
G164_Cl_9	G563_Cl_4
G164_Cl_9	G563_Cl_8
G164_Cl_9	G564_Cl_7
G164_Cl_9	G567_Cl_16
G164_Cl_9	G568_Cl_2
G164_Cl_9	G568_Cl_6
G164_Cl_9	G569_Cl_10
G164_Cl_9	G576_Cl_4
G164_Cl_9	G576_Cl_5
G164_Cl_9	G576_Cl_9
G164_Cl_9	G578_Cl_3
G164_Cl_9	G579_Cl_4
G164_Cl_9	G580_Cl_4
G164_Cl_9	G580_Cl_5
G164_Cl_9	G582_Cl_4
G164_Cl_9	G583_Cl_5
G164_Cl_9	G585_Cl_11
G164_Cl_9	G586_Cl_7
G164_Cl_9	G586_Cl_11
G164_Cl_9	G594_Cl_2
G164_Cl_9	G597_Cl_2
G164_Cl_9	G598_Cl_7
G164_Cl_9	G599_Cl_6
G164_Cl_9	G600_Cl_4
G164_Cl_9	G601_Cl_2
G164_Cl_9	G601_Cl_8
G164_Cl_9	G601_Cl_12
G164_Cl_9	G602_Cl_7
G164_Cl_9	G602_Cl_10
G164_Cl_9	G603_Cl_2
G164_Cl_9	G603_Cl_13
G164_Cl_9	G604_Cl_6
G164_Cl_9	G608_Cl_2
G164_Cl_9	G608_Cl_4
G164_Cl_9	G608_Cl_5
G164_Cl_9	G608_Cl_7
G164_Cl_9	G610_Cl_10
G164_Cl_9	G611_Cl_6
G164_Cl_9	G612_Cl_8
G164_Cl_9	G615_Cl_4
G164_Cl_9	G616_Cl_3
G164_Cl_9	G617_Cl_4
G164_Cl_9	G618_Cl_3
G164_Cl_9	G618_Cl_4
G164_Cl_9	G619_Cl_2
G164_Cl_9	G619_Cl_3
G164_Cl_9	G619_Cl_4
G164_Cl_9	G619_Cl_5
G164_Cl_9	G621_Cl_4
G164_Cl_9	G622_Cl_7
G164_Cl_9	G623_Cl_3
G164_Cl_9	G623_Cl_8
G164_Cl_9	G629_Cl_3
G164_Cl_9	G629_Cl_6
G164_Cl_9	G629_Cl_7
G164_Cl_9	G629_Cl_8
G164_Cl_9	G630_Cl_2
G164_Cl_9	G630_Cl_3
G164_Cl_9	G630_Cl_4
G164_Cl_9	G630_Cl_5
G164_Cl_9	G630_Cl_6
G164_Cl_9	G630_Cl_8
G164_Cl_9	G630_Cl_9
G164_Cl_9	G630_Cl_10
G164_Cl_9	G630_Cl_11
G164_Cl_9	G630_Cl_14
G164_Cl_9	G630_Cl_15
G164_Cl_9	G632_Cl_6
G164_Cl_9	G637_Cl_2
G164_Cl_9	G638_Cl_2
G164_Cl_9	G653_Cl_8
G164_Cl_9	G654_Cl_4
G164_Cl_9	G654_Cl_5
G164_Cl_9	G655_Cl_3
G164_Cl_9	G656_Cl_3
G164_Cl_9	G658_Cl_5
G164_Cl_9	G658_Cl_8
G164_Cl_9	G659_Cl_3
G164_Cl_9	G659_Cl_5
G164_Cl_9	G659_Cl_7
G164_Cl_9	G659_Cl_11
G164_Cl_9	G660_Cl_2
G164_Cl_9	G660_Cl_5
G164_Cl_9	G660_Cl_10
G164_Cl_9	G662_Cl_2
G164_Cl_9	G662_Cl_5
G164_Cl_9	G662_Cl_7
G164_Cl_9	G662_Cl_8
G164_Cl_9	G663_Cl_5
G164_Cl_9	G663_Cl_6
G164_Cl_9	G663_Cl_7
G164_Cl_9	G669_Cl_5
G164_Cl_9	G669_Cl_8
G164_Cl_9	G670_Cl_3
G164_Cl_9	G670_Cl_4
G164_Cl_9	G672_Cl_4
G164_Cl_9	G673_Cl_12
G164_Cl_9	G674_Cl_9
G164_Cl_9	G675_Cl_3
G164_Cl_9	G675_Cl_10
G164_Cl_9	G676_Cl_3
G164_Cl_9	G676_Cl_11
G164_Cl_9	G677_Cl_3
G164_Cl_9	G677_Cl_8
G164_Cl_9	G677_Cl_11
G164_Cl_9	G677_Cl_12
G164_Cl_9	G678_Cl_2
G164_Cl_9	G678_Cl_4
G164_Cl_9	G678_Cl_8
G164_Cl_9	G678_Cl_9
G164_Cl_9	G680_Cl_7
G164_Cl_9	G681_Cl_3
G164_Cl_9	G681_Cl_4
G164_Cl_9	G682_Cl_3
G164_Cl_9	G682_Cl_7
G164_Cl_9	G682_Cl_9
G164_Cl_9	G687_Cl_6
G164_Cl_9	G688_Cl_2
G164_Cl_9	G688_Cl_11
G164_Cl_9	G688_Cl_12
G164_Cl_9	G689_Cl_2
G164_Cl_9	G689_Cl_5
G164_Cl_9	G689_Cl_6
G164_Cl_9	G689_Cl_7
G164_Cl_9	G689_Cl_8
G164_Cl_9	G690_Cl_3
G164_Cl_9	G691_Cl_5
G164_Cl_9	G695_Cl_2
G164_Cl_9	G695_Cl_5
G164_Cl_9	G696_Cl_8
G164_Cl_9	G701_Cl_3
G164_Cl_9	G701_Cl_8
G164_Cl_9	G702_Cl_9
G164_Cl_9	G703_Cl_12
G164_Cl_9	G705_Cl_7
G164_Cl_9	G706_Cl_2
G164_Cl_9	G709_Cl_3
G164_Cl_9	G710_Cl_5
G164_Cl_9	G710_Cl_6
G164_Cl_9	G710_Cl_7
G164_Cl_9	G710_Cl_8
G164_Cl_9	G712_Cl_6
G164_Cl_9	G752_Cl_7
G164_Cl_9	G752_Cl_10
G164_Cl_9	G753_Cl_9
G164_Cl_9	G756_Cl_5
G164_Cl_9	G756_Cl_7
G164_Cl_9	G756_Cl_9
G164_Cl_9	G756_Cl_10
G164_Cl_9	G757_Cl_2
G164_Cl_9	G757_Cl_5
G164_Cl_9	G761_Cl_7
G164_Cl_9	G762_Cl_8
G164_Cl_9	G763_Cl_3
G164_Cl_9	G763_Cl_5
G164_Cl_9	G763_Cl_9
G164_Cl_9	G764_Cl_3
G164_Cl_9	G765_Cl_2
G164_Cl_9	G765_Cl_4
G164_Cl_9	G765_Cl_5
G164_Cl_9	G766_Cl_6
G164_Cl_9	G771_Cl_2
G164_Cl_10	G331_Cl_4
G164_Cl_10	G348_Cl_13
G164_Cl_10	G442_Cl_4
G164_Cl_10	G463_Cl_3
